=== AT Log start ===
file: /logs/atlog_20251226_164223.txt
[2025/12/26,16:42:23+36] RSP: <FC><FF><FD><FF>
[2025/12/26,16:42:23+36] RSP: <DE><FF>
[2025/12/26,16:42:23+36] RSP: %PINGCMD:1,"192.168.5.100",290,64
[2025/12/26,16:42:23+36] RSP: %PINGCMD:2,"192.168.5.100",453,64
[2025/12/26,16:42:23+36] RSP: %PINGCMD:3,"192.168.5.100",428,64
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%PINGCMD=0,"8.8.8.8",3
[2025/12/26,16:42:23+36] RSP: AT%PINGCMD=0,"8.8.8.8",3
[2025/12/26,16:42:23+36] RSP: <DB>z<1F><FD><E0><FE>k<DB><FB><BA>n<BE><AF><DD><EE><F7><D6><DE><BF>_<9E><CF><DB><DF><FB><B7>{<FD>|<BD><7F><FB><FF>?<FD><EF><FF><9F><F7><7F><EF>w<DD><7F><A7><FA><FF><EF><FF><FF><F6><F8><9F><F7><F3><DF>{<FF><F6><F2><AF><FF><F5><FD>{<D7><7F><FE>~<FF><FF>_<F6>{<E9><FE><DF><FF><7F>g<FF><F7><EF><FE><AF><BF><BF><B9><96><E8><DA>o<DF><DE><FF><EE><FF><EC><DA><9A><C7><FF><FE><ED><FF><FA><FF><DF><FF><9B><FB><FF>{{<7F><81><FF><EA><FF><FB>w<FE><FF><BE><FD>_<FF>w<BF>|<8F><FE><FB><7F><EF><EA><FB>{<FF><EB>o<CF>~<FF><7F><EF><EB><FE><FD><FF><DD><FF><E7><FF>
[2025/12/26,16:42:23+36] RSP: <F5><FD>U<EB><DB><B6>~~<F5><F7>><AF><FF>_<DD><FA><FA><FF><FE><EA><F6><B7><EF><F7><7F><D1>=9<C9><BF><FE><F7><B7><EF>=}<D6>n<FB><B9><D9><9F><09><E8><FE><A9><9F><AC><BF><F7><BD><93><CF><F9><DF><DF><9F>
[2025/12/26,16:42:23+36] RSP: <DE><FF><FF><F7><FF><FF><FF><FF><F7><BF><FF><FF><FF>{<BF><7F><FB><FF><BF><FF><FF><FF><7F><F7><7F>?<FF><BF><EF><BF><F7><F7><FE><FE><FF><FF><FA><FD><DF><FF><F7><FF><BF><BF><FC><E7><FF><FA><FF><FF>?<BB><FF>w<EF><B7><FF>/<F3><FD><FF><FF><BF>o<FF>\<FF><FB><EB><EF><FE><FB><7F><EF><FD>
[2025/12/26,16:42:23+36] RSP: <F7><FF><BF><FF><FF><EF><FF>
[2025/12/26,16:42:23+36] RSP: <FD><FE><FF><BD>u<BE><EF><AE>w<BF><DE>
[2025/12/26,16:42:23+36] RSP: <FE>l<F7><FF><FB><E5><E3><FF>
[2025/12/26,16:42:23+36] RSP: <FB><FF><17><7F>oU<FF><EC><FB>
[2025/12/26,16:42:23+36] RSP: <FF>
[2025/12/26,16:42:23+36] RSP: %PINGCMD:1,"8.8.8.8",1415,115
[2025/12/26,16:42:23+36] RSP: %PINGCMD:2,"8.8.8.8",420,115
[2025/12/26,16:42:23+36] RSP: %PINGCMD:3,"8.8.8.8",474,115
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%SOCKETEV=0,1
[2025/12/26,16:42:23+36] RSP: AT%SOCKETEV=0,1
[2025/12/26,16:42:23+36] CMD: AT%SOCKETCMD="ALLOCATE",1,"UDP","OPEN","192.168.5.100",9002,5201,0,60,1
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT%SOCKETCMD="ALLOCATE",1,"UDP","OPEN","192.168.5.100",9002,5201,0,60,1
[2025/12/26,16:42:23+36] RSP: %SOCKETCMD:1
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%SOCKETCMD="ACTIVATE",1
[2025/12/26,16:42:23+36] RSP: AT%SOCKETCMD="ACTIVATE",1
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%SOCKETCMD="INFO",1
[2025/12/26,16:42:23+36] RSP: AT%SOCKETCMD="INFO",1
[2025/12/26,16:42:23+36] RSP: %SOCKETCMD:"ACTIVATED","UDP","10.0.0.90","192.168.5.100",5201,9002
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%SOCKETDATA="SEND",1,13,"48454C4C4F20574F524C440D0A"
[2025/12/26,16:42:23+36] RSP: AT%SOCKETDATA="SEND",1,13,"48454C4C4F20574F524C440D0A"
[2025/12/26,16:42:23+36] RSP: %SOCKETDATA:1,13
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: %SOCKETEV:1,1
[2025/12/26,16:42:23+36] CMD: AT%SOCKETDATA="RECEIVE",1,100
[2025/12/26,16:42:23+36] RSP: AT%SOCKETDATA="RECEIVE",1,100
[2025/12/26,16:42:23+36] RSP: %SOCKETDATA:1,13,0,"48454C4C4F20574F524C440D0A","192.168.5.100",47318
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%MEAS="0"
[2025/12/26,16:42:23+36] RSP: AT%MEAS="0"
[2025/12/26,16:42:23+36] RSRP: RSRP: = -92 dBm
[2025/12/26,16:42:23+36] RSP: %MEAS: RSRP: Reported = -92, Rx0Tx0 = -89, Rx0Tx1 = -101, Rx0Tx2 = -140, Rx0Tx3 = -140, Rx1Tx0 = -140, Rx1Tx1 = -140, Rx1Tx2 = -140, Rx1Tx3 = -140
[2025/12/26,16:42:23+36] CMD: AT+CCLK?
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT+CCLK?
[2025/12/26,16:47:34+36] CLOCK UPDATE: +CCLK: "25/12/26,16:47:34+36"
[2025/12/26,16:47:34+36] RSP: +CCLK: "25/12/26,16:47:34+36"
[2025/12/26,16:47:34+36] RESULT: MATCH
[2025/12/26,16:47:34+36] RUN END
=== AT Log end ===
